id,level,dom_fr,ch,ch_fr,les,les_fr,notion_ar,comp,extype,diff,ambig,score,steps,nnot,nsub,nprop,statut,dup,src,src_type,src_num,nchars,why,body
7M-CH01-L04-EX003,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application directe,BASIQUE,False,0,1,1,1,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-7eme-2017-2018-Mr-Hcine-Said.pdf,CONTROLE,5,131,une seule notion principale mobilisée; procédure courte (1 sous-question(s)),) :2 ن ) : ..153 +7)° +7 =2) 1) اتمم الفراغات بالعدد المناسب .. = 12017 2°) اتمم بالاقواس لتكون المساواه صحيحه : 8 + 0 x 3 +2x 2=28
7M-CH01-L04-EX004,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Raisonnement,DIFFICILE,False,4,3,3,3,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2011-2012-Mr-benabdelkader-ahmed-2.pdf,CONTROLE,1,874,3 notions mobilisées; plusieurs étapes (3 sous-questions); exige une justification (deduire),": قواسم ومضاعفات عدد صحيح طبيعي: (6نقاط) 1- ضع العلامه (x) في الخانه المناسبه: يقبل القسمه علي العدد 486 7125 2 3 2- ا- فكك العددين x = 552 و y =1242 الي جذاء عوامل اوليه: 552 1242 ب- استنتج = الق م ا (1242,552) .٠..= الم م ا (1242,552) 3- عدد من الكراسي اذا وقع تنظيمها في صفوف ذات 12 كرسيا يبقي منها 7 كراسي. واذا وقع تنظيمها في صفوف ذات 15 كرسي يبقي منها 4 كراسي. ما هو عددها اذا علمت انه محصور بين 230 و 260. نمرين عدد 2 : الاعداد العشريه: (6 نقاط) 1- احسب بايسر طريقه العبارات العدديه التاليه. a=6,1+13,58+3,9+8,42=.. b =3,29x 3,8+3,29x 6,2=.. 2- اتمم بما يناسب 3,574m = cm 43,7g=. kg 1.3- يبلغ معدل تساقط الامطار في منطقه الامازون 2000mm سنويا. وتقدر مساحتها ب sx10r km2 . احسب بالمتر المكعب كميه الامطار التي تتلقاها هذه المنطقه سنويا. ب- يقدر معدل تدفق مياه نهر الامازون ب1,8x10sm3 /s . احسب كميه المياه التي يصبها هذا النهر سنويا في المحيط 2014 © tunisiecollege.net"
7M-CH01-L04-EX005,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application indirecte,BASIQUE,False,1,3,1,3,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2012-2013-Mr-Mouajria-Hattab.pdf,CONTROLE,3,646,une seule notion principale mobilisée; une propriété explicitement invoquée; plusieurs étapes (3 sous-questions),": )5 (نقاط .200 باستع/ل جدول بيتاغور, ا بحث عن مجموعه ق و اسم العدد 1( 2 ( اوجد القاسم المشترك الاكبر للعددين 30 و200 : العوامل الاوليه المشتركه هي : و بالتالي = = ق.م.ا)30 , 200 ( : احسب ذهنيا3( ... .. ) = ق.م.ا20 , 200 ( ... ) = ق.م.ا1 , 200 ( ) = ق.م.ا31 ,5( 200 200 = d200 = { } 30 30 = 200 200 = x ا لتمرين ال ) : بع ار 8 ( نقاط 1( تام لر ال سم اسفله حيث النقطه b هي مناظرهa بالنسبه الي م ستقيم ∆ . ا( ابن الم ستقيم ∆ . ب( ابن النقطه c مناظرهd بالنسبه الي المستقيم ∆ . بm (ج ان الر باعي abcd شبه م نحرف . 2( المستقيم ∆ يقطع )bd ( في ن قطه i . mب ان النقاط a ,i وc .علي استقامه واحده الرسم )اترك اثار البركار عند البناء( عمل م قوف . b a d . ."
7M-CH01-L04-EX006,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application directe,BASIQUE,False,0,1,1,1,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2013-2014-Mme-allani.pdf,CONTROLE,23,135,une seule notion principale mobilisée; procédure courte (1 sous-question(s)),نقاط( نعتبر العدد التالي. 2 3 . 3 . عوض النقاط بالرقم المناسب حيث يكون العدد قابل للقسمه علي42 و علي4 في ان واحد جد كل الحلول الممكنه .
7M-CH01-L04-EX007,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application directe,BASIQUE,False,0,2,1,2,0,VARIANTE,VARIANTE,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2013-2014-Mme-allani.pdf,CONTROLE,23,133,une seule notion principale mobilisée; procédure courte (2 sous-question(s)),نقاط( نعتبر العدد التالي. 6 . 3 . عوض النقاط بالرقم المناسب حيث يكون العدد قابل للقسمه علي42 و علي4 في ان واحد جد كل الحلول الممكنه .
7M-CH01-L04-EX008,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Raisonnement,DIFFICILE,False,4,5,2,5,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2013-2014-Mr-Mouajria-Hattab.pdf,CONTROLE,1,690,deux notions combinées; une propriété explicitement invoquée; enchaînement long (5 sous-questions); exige une justification (deduire),": ) 5 ( نقاط 1 ( ماهي عناصر المجموعه23 d ؟ 2 ( ماهو ق.م.ا)23 , 69 ( م ؟ .م.ا)23 , 69 ( ؟ . 3 ( اربط بسهم الشكل الهندسي و عدد محاور التناظر الموافق له التمرين الثا>: ) 5 ( نقاط 1( باستعlل خوارزميه اقليدس اوجد القاسم المشترك الاكبر للعددين140 و305 : و بالتالي = ق.م.ا)140 , 305 ( 2 ( استنتج باستعlل المخطط المضاعف المشترك الاصغر للعددين 30 و48 : و بالت الي ... .. = . .. × × ... . = = م.م.ا)305 , 140 ( ترسل مناره اشاره ضوييه كل305 ثانيه و ترسل مناره اخري كل140 ثانيه . انطلقت 3( المنارتان في ارسال اشارتيهl معا . بعد كم من ثانيه يقع ارسال الاشارتb معا لاول مره ؟ 140 305 1 . . . . المربع الدايره مثلث متقايس الاضلاع عدد غk محدود من المحاور 3 محاور 2 محاور • • • • • • . الم ستطيل 4 محاور • •"
7M-CH01-L04-EX009,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Raisonnement,MOYEN,False,2,3,1,3,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2015-2016-Mr-Riadh-Zairi.pdf,CONTROLE,3,184,une seule notion principale mobilisée; plusieurs étapes (3 sous-questions); exige une justification (deduire),: (3 نقاط) ليكن a و b عددان صحيحان طبيعيان حيث a=2°x32x5 و 6=22x3°x7 1) اوجد ق.م.ا (a ;b ) 3) اوجد م.م.ا (a ;b ) (a ;b) ق.م.ا 2) استنتج القواسم المشتركه ل a و b d.nd1 =. ( a ;b) م.م.ا=
7M-CH01-L04-EX010,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Raisonnement,MOYEN,False,2,3,1,3,0,VARIANTE,VARIANTE,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2015-2016-Mr-Riadh-Zairi.pdf,CONTROLE,3,174,une seule notion principale mobilisée; plusieurs étapes (3 sous-questions); exige une justification (deduire),": (3 نقاط) ليكن a و b عددان صحيحان طبيعيان حيث a=2°x3 x5 و b=22x3° x7 1) اوجد ق.م.ا (a ;b ) 3) اوجد م.م.ا (a ;b ) (a ;b) ق.م.ا -.. 2) استنتج القواسم المشتركه ل a و b d.nd,=.."
7M-CH01-L04-EX011,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Démonstration,DIFFICILE,False,4,6,1,6,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-3-Math-7eme-2023-2024-4-.pdf,CONTROLE,13,772,une seule notion principale mobilisée; enchaînement long (6 sous-questions); raisonnement développé : prouver + deduire,"د: 1) نعتبر: d54 مجموعه قواسم العدد d72 9 54 مجموعه قواسم العدد 72: d72 = {1;2;4;8,3;6,12,24 ,9 , 18 ;36 ;72} d54= {1;2,4 ,3;6;9;18;27;54} ds4 n d72 = ٤. - اوجد عناصر المجموعه التاليه: - استنتج ... ق م ا (54;72) 2) نعتبر العددين: 792 = 23 x 32 x 11 و 1188 = 22 x 33 x 11 ا) احسب: .. ب) استنتج: {. ج) احسب: ... ٠٠٠= * هندسه: في الرسم التالي: abc مثلث و a الموسط العمودي للقطعه [ab]. .= ق م ا (792; 1182) d72n d1188 =d..=٤٠ .. = م م ا (722; 1188) e a 1) اتمم بما يناسب: ا) مناظره النقطه بالنسبه الي a هي: ... ب) مناظره النقطه d بالنسبه الي a هي: ... 2) ابن النقطه f مناظره c بالنسبه الي a. af = bc :بين ان - lo tunisie college: 3) بين ان: b وd وf علي استقامه واحده: bar= abc :بين ان (4 5) ابن دايره8 مركزها a وشعاعها a. بن دايره 8 مناظره 8 بالنسبه الي ٥. lo tunisie college-"
7M-CH01-L04-EX012,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application indirecte,MOYEN,True,2,6,1,6,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-4-Math-7eme-2011-2012-Mr-Mouajria-Hattab.pdf,CONTROLE,1,790,une seule notion principale mobilisée; enchaînement long (6 sous-questions),") 9 ( نقاط بثلاثه طرق مختلفه : 200 نريد البحث عن القاسم المشترك الاكبر للعددين30 و 1( (ا طريقه 1 ()القواسم المشتركه : القواسم المشتركه هي : و بالتالي = ق.م.ا)30 , 200 ( ( ب طريقه 2 ()العوامل الاوليه المشتركه : و بالتالي = = ق.م.ا)30 , 200 ( 30 30 = d30 = { } 200 200 = d200 = { } 30 30 = 200 200 = ( ج طريقه 3 ()خوارزميه اقليدس : و بالتالي = ق.م.ا)30 , 200 ( : احسب ذهنيا1( ) = ق.م.ا20 , 200 )( = ق.م.ا1 , 2012 )( = ق.م.ا37 ,5 ( ) = م.م.ا20 , 200 ( ) = م.م.ا1 , 2012 = (م .م.ا)37 ,5( :lالتمرين الثا ) 5 ( نقاط بطريقتm مختلفتm : 57 نريد البحث عن المضاعف المشترك الاصغر للعددين76 و 1( (ا طريقه 1 ()العوامل الاوليه : و بالتالي = = م = . .م.ا)76 , 57 ( ( ب طريقه 2 ()المخطط : خوارزميه ا قليدس لا يجاد القاسم المشترك الاكبر : و بالتالي = = = م.م.ا)76 , 57 ( . . . 76 = 57 57 = ق.م.ا 76 57 76 1 :"
7M-CH01-L04-EX013,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application indirecte,MOYEN,False,3,6,2,6,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-4-Math-7eme-2012-2013-Mr-Mouajria-Hattab.pdf,CONTROLE,1,677,deux notions combinées; enchaînement long (6 sous-questions),") 5 ( نقاط 1 ( احسب بايسر طريقه الاعداد التاليه   2,33  5,78  0,67  5,78   12,5  23,48  7,5  10,52       19,35  13,15  2,2   3,38  7,73  2,38  7,73       2 ( :رتب تصاعديا الاعداد التاليه التمرين الثا,: ) 7 ( نقاط بطريقت/ مختلفت/ : 57 نريد البحث عن المضاعف المشترك الاصغر للعددين76 و 1( (ا طريقه 1 ()العوامل الاوليه : و بالتالي = = م = . .م.ا)76 , 57 ( 76 = 57 57 = 76   ; 14,63 ; 0,136  100 ; 13,63 ( ب طريقه 2 ()المخطط : = = . = ق.م.ا)76 , 57 ( = و بالتالي = = م.م.ا)76 , 57 ( ترسل مناره اشاره ضوييه كل76 ثانيه و ترسل مناره اخري كل57 ثانيه. انطلقت 4( المنارتان في ارسال اشارتيهy معا . بعد كم من ثانيه يقع ارسال الاشارت/ معا لاول مره ؟"
7M-CH01-L04-EX014,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application indirecte,MOYEN,True,2,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Controle-N-4-Math-7eme-2013-2014-Mr-Achouri-Mohsen-.pdf,CONTROLE,2,191,une seule notion principale mobilisée; enchaînement long (5 sous-questions),u: ) 5نقاط ( 1 . احسب الجذاء23 57 × 2 .( ا اذكر القواسم الاوليه للعدد 513 ( ب اعتمد واكمل جدول بيتا غو ر اسفله لتحديد قواسم العدد 513 . × 1 . 9 . 1 . 3 . . 19 . . . 513 2. اكمل : 513 d ={ } u
7M-CH01-L04-EX015,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Démonstration,DIFFICILE,False,6,5,2,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Synthese-N-1-Math-7eme-2023-2024-Mr-GHARBI-RIDHA.pdf,SYNTHESE,3,702,deux notions combinées; enchaînement long (5 sous-questions); raisonnement développé : prouver + deduire + justifier; construction puis démonstration sur la figure obtenue,: ( 5 ن) b =270 9 a= 120 a = 23 x 3x5 ا) بين ان (1 b = 2 x 33 x 5 ب) جد عدد قواسم العدد a la tunisie college. 2) ا) اوجد ق.م.ا(a;b) ثم استنتج da n do ب) اوجد م.م.ا(a; b) 3) بين ان a x b مربع كامل في الرسين التالي 5 مثلك قايم في 4 حيث: a-50m و 80 -2.30m و acb =570 d b la tunisie college abc = 33° ا) بين ان (1 dbc ب) احسب 2) ا) ارسم الدايره (c) التي مركزها b وتمر من d ب) ابن المستقيم 4 المماس ل (c) في d a / / (ac) ج) بين ان د) حدد الوضعيه النسبيه ل (c ) و (ac ) معللا جوابك 3) ا) عين e نقطه تقاطع المستقيمين (bc) و a ebd ب) اوجد 1 (4) الدايره (c) تقطع قطعه المستقيم [bc] في النقطه ، ب) ابن المستقيم '4 المماس ل (c) في f ثم عين m نقطه تقاطعه مع ا ج) بين ان (mb] هو منصف الزاويه dmf la tunisie college.
7M-CH01-L04-EX016,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Raisonnement,MOYEN,False,3,3,2,3,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Synthese-N-2-Math-7eme-2011-2012-Mr-MEJRI-ZIED.pdf,SYNTHESE,2,237,deux notions combinées; plusieurs étapes (3 sous-questions); exige une justification (deduire),": ( 4 نقاط ) 1) فكك العددين 108 و 120 الي جذاء عوامل اوليه . ثم اوجد م.م.ا (120,108) 108 120 . - م.م.ا (120,108) =120 =108 2) اوجد القاسم المشترك الاكبر للعددين 108 و 120. 3) استنتج مجموعه القواسم المشتركه ل 108 و 120. tunisiecollegtier®"
7M-CH01-L04-EX017,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Raisonnement,MOYEN,False,3,6,1,6,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Synthese-N-2-Math-7eme-2011-2012-Mr-Mouajria-Hattab.pdf,SYNTHESE,1,694,une seule notion principale mobilisée; enchaînement long (6 sous-questions); exige une justification (deduire),") 5 ( نقاط عل ل لماذا العدد 327 غ! او لي 1( عل ل لماذا العدد ان2010 و2012 ليسوا اولي ان في+ بينه+ 2( هل ان صوره مثل ث قايم بالتناظر المحوري هي مثل ث قايم ؟ عل ل اجابتك . 3( هو ما اقرب ب عد بe نقطه a و مستقيم م عطي ؟ )∆( 4( هل ان جذاء عددان او لي ان هو عدد او عل ؟ لي ل اجابتك . 5( :lالتمرين الثا ) 4 ( نقاط 1 (( ا باستع+ل خوارزميه ا قليدس اوجد القاسم المشترك ا لاكبر للعددين 30 و48 : بالت و الي = ق.م.ا)30 , 48 ( . . . . ( ب استنتج باستع+ل المخطط الم ضاعف المشترك ا لا صغر للعددين 30 و48 : و بالت الي = = = م.م.ا)30 , 48 ( ترسل مناره ا شاره ضويي ه كل 30 ثانيه و ترسل مناره اخري كل 48 ثانيه . ا نطلقت 4( المنارتان في ا رسال ا شارت يه+ معا . بعد كم من ثانيه يقع ا رسال الا ش ارتe معا لاو ل مر ه ؟"
7M-CH01-L04-EX018,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application indirecte,BASIQUE,True,1,4,1,4,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/devoirs/Devoir-de-Synthese-N-2-Math-7eme-2013-2014-Mr-MEJRI.pdf,SYNTHESE,1,239,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions),": ( 4 نقاط ) 1) اكمل الجمل التاليه بما يناسب م القاسم المشترك الاكبر لعددين صحيحين طبيعيين هو : مع اعطاء .. • المضاعف المشترك الاصغر لعددين صحيحين طبيعيين هو : مع اعطاء 1اجب ب "" صحيح"" او "" خطا"" 38 ١ = م.م. ا(38 , 19) 5,3 - 5,3 x 0,1= 0,1 3"
7M-CH01-L04-EX019,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application directe,BASIQUE,False,0,1,1,0,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/exercices/3-7-3-.pdf,SYNTHESE,2,317,une seule notion principale mobilisée; procédure courte (0 sous-question(s)),: ( /نقاط) اتمم المراحل المتبعه لانجاز ثقب في قطعه. باستعمال المسطره و راس حاد للتخطيط ← ..و المنقاط. رسم تنقيط مكان الثقب باستعمال .. تثبيت القطعه في ww. tunisieco -اختيار و كذلك حسب قطر الثقب. ... المناسب حسب الماده المكونه للقطعه ‹ تركيب المثقاب في و تثبيته جيدا. متشغيل الثقابه و الثقب في المكان المناسب مع احترام
7M-CH01-L04-EX020,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Raisonnement,BASIQUE,False,1,2,1,2,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/exercices/Serie-d-exercices-Math-7eme-2011-2012-Mr-Mouajria-Hattab-3.pdf,SERIE,3,190,une seule notion principale mobilisée; procédure courte (2 sous-question(s)); exige une justification (deduire),: 1 (ا- ا=م الفراغات cا يناسب ب- اوجد العدد في كل حاله من الحالات التاليه 2 (ا- باستع;ل خوارزميه اقليدس اوجد القاسم المشترك الاكبر ل 30 و24 ب- . اختزل الي اقصي حد ج - .استنتج ان 7ثل عدد عشري
7M-CH01-L04-EX021,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application directe,BASIQUE,False,0,2,1,2,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/exercices/Serie-d-exercices-Math-7eme-2011-2012-Mr-Mouajria-Hattab-3.pdf,SERIE,6,242,une seule notion principale mobilisée; procédure courte (2 sous-question(s)),: 1 (ا- باستع&ل المخطط اوجد المضاعف المشترك الاصغر ل24 و30 ثم اكمل و بالتالي ب - احسب ثم اختزل الي اقصي حد . 2 ( ضع في دايره الاعداد العشريه من ب9 الاعداد التاليه : و و التمرين ال :ابعس 1 ( احسب ثم اختزل الي اقصي حد 2 ( احسب بطريقت9 مختلفت9 :
7M-CH01-L04-EX022,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application indirecte,BASIQUE,True,1,3,1,3,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/parascolaire/collection-pilote-7eme-ed2.pdf,CORRIGE,5,251,une seule notion principale mobilisée; plusieurs étapes (3 sous-questions),": 1 - اذكر من بين الاعداد التاليه تلك التي تقبل القسمه علي 65591;584708,8749;0;25472 :4 2-ما هو باقي قسمه كل عدد من الاعداد السابقه علي 4 ؟ السابعه اساء 3- قواسم ومضاعفات عدد صحيح طبيعي- القاسم المشترك الاكبر - المضاعف المشترك الاصغر collection pilote"
7M-CH01-L04-EX023,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application directe,BASIQUE,False,0,1,1,0,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/parascolaire/collection-pilote-7eme-ed2.pdf,CORRIGE,16,52,une seule notion principale mobilisée; procédure courte (0 sous-question(s)),: حدد عدد قواسم كل عدد من الاعداد التاليه دون ذكرها:
7M-CH01-L04-EX024,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application indirecte,DIFFICILE,False,4,6,3,6,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/parascolaire/collection-pilote-7eme-ed2.pdf,CORRIGE,18,2492,3 notions mobilisées; enchaînement long (6 sous-questions),": جد العدد الصحيح الطبيعي n حيث 4"" +4"" = 22011 35 31 تر رين اكل بالمربع السحري التالي علما ان جذاء كل سطر وجذاء كل عمود 34 السابعه اساسي -7- 3- قواسم ومضاعفات عدد صحيح طبيعي- القاسم المشترك الاكبر - المضاعف المشترك الاصغر collection pilote مراجعه عامه * يكون العدد الصحيح الطبيعي المخالف للصفرط قاسما للعدد الصحيح الطبيعي a اذا كان a قابلا للقسمه علي ط اي اذا كان باقي القسمه الاقليديه للعدد a علي ط يساوي صفرا. العدد 1 قاسم لكل عدد صحيح طبيعي. * كل عدد صحيح طبيعي مخالف للصفر هو قاسم لنفسه ولصفر. * عدد اولي هو عدد صحيح طبيعي اكبر من 1 ولا يقبل القسمه الا علي 1 وعلي نفسه كل عدد صحيح طبيعي غير اولي مخالف للصفر ولواحد يقبل تفكيكا الي جذاء عوامل اوليه * مجموعه القواسم لعدد صحيح طبيعي a ونرمز اليها ب da تتكون من جميع الاعداد القاسمه للعدد a. يكون عدد صحيح طبيعي قابل للقسمه: علي 2: اذا كان رقم احاده زوجي. علي 3: اذا كان مجموع ارقامه قابل للقسمه علي 3. علي 5: اذا كان رقم احاده 0 او 5. • علي 9: اذا كان مجموع ارقامه قابل للقسمه علي 9. يكون عدد ( اكبر من 99 ) قابلا للقسمه علي 4 اذا كان العدد المتكون من رقميه الاخيرين ( رقم الاحاد ورقم لعشرات قابلا للقسمه علي 4). باقي قسمه عدد علي 4 هو نفس باقي قسمه العدد المتكون من رقميه الاخيرين علي 4. • يكون عدد ( اكبر من 99 ) قابلا للقسمه علي 25 اذا كان العدد المتكون من رقميه الاخيرين ( رقم الاحاد ورقم العشرات ) قابلا للقسمه علي 25. - باقي قسمه عدد علي 25 هو نفس باقي قسمه العدد المتكون من رقميه الاخيرين علي 25. * القاسم المشترك الاكبر لعددين صحيحين طبيعيين a وط هو اكبر قاسم مشترك لهما ويرمز اليه بق.م.ا(a؛b). اذا كان القاسم المشترك الاكبر لعددين صحيحين طبيعيين يساوي 1 نقول ان هذين العددين اوليان فيما بينهما. القاسم المشترك الاكبر لعددين صحيحين طبيعيين هو جذاء العوامل الاوليه المشتركه لهما مع اعطاء اصغر دليل قوه لكل منها. اذا كان a قاسما لا فان a-ق.م.ا (ab). * يكون العدد الصحيح الطبيعي ه مضاعفا للعدد الصحيح الطبيعي b المخالف للصفر اذا كان ط قاسما ل . مجموعه المضاعفات لعدد صحيح طبيعي a ونرمز اليها ب ma وتتكون من جميع الاعداد المضاعفه للعدد a. * يكون عدد صحيح طبيعي a مضاعفا مشتركا لعددين صحيحين طبيعيين b وc اذا كان a مضاعفا في نفس الوقت للعدد b وللعدد c. * المضاعف المشترك الاصغر للعددين الصحيحين الطبيعيين المخالفين للصفر a وb هو اصغر مضاعف مشترك لهما ٤ المضاعف المشترك الاصغر لعددين صحيحين طبيعتين هو جذاء العوامل الاوليه المشتركه وغير المشتركه لهما مع اعطاء اكبر دليل قوه لكل منها. اذا كان a مضاعفا لط فان a=م.م.ا( . ا ا كان 6 اوليان فيما بينهما فان axb=م.م.ا( اليكن a وb عددين صحيحين طبيعيين: axb-م.م.ا(x (a,b ق.م.ا(a,6). عه اس 3- قواسم ومضاعفات عدد صحيح طبيعي- القاسم المشترك الاكبر - المضاعف المشترك الاصغر collection pilote التمارين"
7M-CH01-L04-EX025,7e,Nombres,CH01,Arithmétique et dénombrement,L04,PGCD et PPCM,القاسم المشترك الأكبر والمضاعف المشترك الأصغر,"Utiliser un algorithme, un procédé ou une technique de calcul",Application directe,BASIQUE,False,1,2,2,2,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,7eme/mathematiques/parascolaire/collection-pilote-7eme-ed2.pdf,CORRIGE,19,241,deux notions combinées; procédure courte (2 sous-question(s)),": نعتبر العددين الصحيحين الطبيعيين: x =(25x32)3x16 و y=92x723 فكك الي جذاء عوامل اوليه العددين x ولy. ب. احسب: ق.م.ا(x,x) وم.م.ا(x,y). 10 ه اس 3- قواسم ومضاعفات عدد صحيح طبيعي- القاسم المشترك الاكبر - المضاعف المشترك الاصغر collection pilote"
